"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"edible","flat","smooth","yellow","yes","anise","free","close","broad","gray","enlarging","equal","smooth","fibrous","purple","brown","partial","brown","b","pendant","black","scattered","meadows"
"edible","bell","smooth","gray","no","musty","free","close","broad","yellow","tapering","rhizomorphs","silky","silky","green","green","universal","white","one","pendant","orange","numerous","grasses"
"poisonous","knobbed","scaly","white","no","pungent","notched","close","narrow","pink","enlarging","missing","smooth","smooth","purple","pink","partial","yellow","one","zone","green","several","wood"
"edible","sunken","fibrous","red","yes","foul","free","close","broad","brown","enlarging","equal","smooth","smooth","pink","purple","partial","orange","one","large","brown","clustered","wood"
"edible","flat","fibrous","brown","yes","none","free","close","broad","gray","enlarging","rhizomorphs","smooth","scaly","purple","cinnamon","partial","orange","one","large","black","solitary","urban"
"edible","convex","fibrous","yellow","yes","creosote","attached","crowded","broad","purple","enlarging","cup","smooth","fibrous","cinnamon","purple","partial","white","two","pendant","buff","numerous","paths"
"edible","flat","fibrous","brown","yes","almond","free","distant","broad","pink","enlarging","missing","smooth","fibrous","buff","buff","partial","white","one","evanescent","brown","several","wood"
"poisonous","convex","scaly","white","no","creosote","notched","close","narrow","black","enlarging","equal","smooth","smooth","purple","cinnamon","universal","yellow","two","zone","black","numerous","waste"
"edible","knobbed","scaly","purple","yes","anise","free","distant","broad","gray","enlarging","missing","fibrous","smooth","buff","buff","partial","white","one","evanescent","brown","several","paths"
"edible","flat","fibrous","gray","yes","none","descending","distant","narrow","pink","enlarging","cup","smooth","scaly","purple","purple","partial","orange","one","large","white","clustered","urban"
"edible","bell","scaly","yellow","no","almond","notched","close","narrow","gray","enlarging","cup","smooth","smooth","purple","purple","partial","white","b","pendant","brown","scattered","meadows"
"edible","knobbed","grooves","green","yes","foul","free","distant","broad","white","enlarging","missing","scaly","scaly","purple","purple","partial","orange","one","flaring","green","solitary","paths"
"edible","knobbed","fibrous","white","yes","foul","free","distant","broad","gray","tapering","equal","smooth","scaly","purple","pink","partial","white","one","flaring","green","several","grasses"
"edible","convex","grooves","brown","yes","creosote","free","crowded","narrow","purple","enlarging","rooted","scaly","scaly","purple","cinnamon","partial","orange","one","flaring","buff","several","wood"
"edible","conical","grooves","pink","yes","anise","descending","close","broad","white","tapering","cup","silky","smooth","purple","purple","universal","white","one","pendant","brown","clustered","meadows"
"edible","flat","fibrous","yellow","yes","anise","attached","distant","narrow","brown","tapering","club","fibrous","smooth","buff","purple","partial","brown","one","cobwebby","brown","several","grasses"
"edible","flat","fibrous","gray","yes","almond","attached","close","broad","black","enlarging","equal","smooth","fibrous","purple","purple","partial","brown","b","pendant","brown","numerous","meadows"
"edible","flat","smooth","gray","no","almond","free","close","narrow","red","tapering","equal","smooth","silky","brown","purple","universal","white","one","none","brown","solitary","urban"
"edible","bell","smooth","brown","yes","foul","free","close","narrow","white","tapering","missing","silky","silky","pink","pink","partial","white","one","pendant","green","several","grasses"
"edible","convex","smooth","white","no","anise","free","close","narrow","black","enlarging","cup","silky","silky","brown","brown","partial","white","one","none","black","abundant","meadows"
"edible","sunken","smooth","white","yes","spicy","free","close","broad","green","enlarging","rhizomorphs","scaly","smooth","white","white","partial","white","one","pendant","yellow","scattered","meadows"
"edible","flat","scaly","white","no","musty","notched","crowded","narrow","green","tapering","rhizomorphs","smooth","smooth","purple","purple","partial","yellow","two","pendant","brown","several","meadows"
"edible","flat","fibrous","buff","yes","none","attached","close","broad","white","enlarging","equal","fibrous","fibrous","red","red","partial","brown","one","pendant","purple","scattered","grasses"
"edible","bell","scaly","white","yes","almond","free","close","broad","black","enlarging","club","smooth","smooth","purple","purple","universal","yellow","b","sheathing","black","abundant","leaves"
"edible","convex","scaly","white","no","musty","free","close","narrow","gray","tapering","cup","smooth","silky","purple","purple","partial","white","two","pendant","orange","numerous","grasses"
"edible","convex","fibrous","red","yes","none","attached","distant","broad","brown","tapering","cup","fibrous","fibrous","purple","purple","partial","brown","one","evanescent","white","scattered","paths"
"edible","flat","smooth","green","yes","anise","notched","close","broad","orange","tapering","club","smooth","smooth","purple","gray","universal","white","one","sheathing","chocolate","abundant","grasses"
"poisonous","sunken","grooves","gray","yes","musty","descending","crowded","narrow","black","enlarging","equal","scaly","smooth","green","green","partial","white","one","pendant","orange","several","waste"
"edible","flat","fibrous","white","yes","almond","attached","close","broad","chocolate","enlarging","equal","fibrous","fibrous","purple","brown","partial","brown","b","cobwebby","brown","scattered","leaves"
"edible","bell","scaly","white","yes","none","notched","close","broad","black","tapering","cup","smooth","smooth","purple","purple","partial","white","b","sheathing","purple","scattered","leaves"
"edible","knobbed","smooth","white","no","anise","free","close","broad","brown","tapering","club","silky","smooth","purple","brown","universal","white","one","pendant","black","numerous","meadows"
"edible","bell","smooth","purple","no","almond","notched","close","broad","white","tapering","club","smooth","smooth","brown","purple","universal","white","one","zone","black","numerous","waste"
"edible","convex","scaly","yellow","yes","creosote","attached","crowded","broad","buff","enlarging","rooted","smooth","fibrous","purple","purple","partial","white","two","cobwebby","buff","numerous","grasses"
"edible","bell","scaly","pink","no","anise","free","distant","narrow","pink","tapering","cup","smooth","silky","buff","buff","universal","white","one","pendant","brown","numerous","meadows"
"edible","knobbed","fibrous","brown","yes","almond","free","distant","broad","white","tapering","missing","fibrous","fibrous","purple","purple","partial","brown","one","cobwebby","white","several","waste"
"edible","convex","fibrous","cinnamon","no","pungent","free","close","narrow","brown","enlarging","equal","smooth","silky","purple","purple","universal","white","one","pendant","brown","several","urban"
"edible","bell","scaly","white","no","almond","free","close","broad","orange","enlarging","rhizomorphs","smooth","scaly","purple","purple","universal","yellow","one","sheathing","brown","abundant","paths"
"edible","flat","fibrous","white","yes","anise","attached","close","broad","chocolate","enlarging","equal","smooth","smooth","brown","purple","partial","brown","b","pendant","black","scattered","grasses"
"edible","sunken","scaly","brown","no","almond","free","close","narrow","gray","enlarging","club","silky","silky","red","purple","universal","white","one","pendant","purple","scattered","grasses"
"edible","convex","smooth","yellow","no","almond","notched","distant","narrow","pink","enlarging","cup","smooth","smooth","pink","pink","partial","white","one","zone","green","scattered","grasses"
"edible","bell","smooth","white","yes","anise","free","close","narrow","orange","tapering","club","smooth","smooth","gray","purple","universal","yellow","b","pendant","brown","scattered","wood"
"edible","sunken","fibrous","gray","no","none","free","close","narrow","green","enlarging","equal","silky","smooth","purple","purple","partial","white","two","none","brown","several","urban"
"edible","conical","smooth","white","yes","pungent","free","distant","narrow","brown","tapering","cup","silky","silky","purple","purple","partial","white","one","none","white","clustered","paths"
"poisonous","flat","fibrous","white","yes","pungent","free","close","broad","black","enlarging","equal","fibrous","smooth","purple","purple","partial","white","b","pendant","black","scattered","grasses"
"edible","bell","grooves","cinnamon","yes","almond","descending","close","broad","brown","enlarging","club","smooth","scaly","purple","gray","partial","white","one","pendant","brown","scattered","grasses"
"edible","flat","fibrous","white","yes","fishy","descending","close","broad","pink","enlarging","club","scaly","scaly","gray","gray","partial","orange","one","large","brown","scattered","meadows"
